index,utterance_idx,utterance,video_id,sentiment
700,16.0,COZ SURE ITS FUN TO SEE A SUPER HERO GO ROUND AND KICK BAD GUY BUTT YOU KNOW PUNCH KICK WHATEVER BAM ,_dI--eQ6qVU,0.8
922,15.0,AND HES PRETTY AVERAGE TOO,nzpVDcQ0ywM,-0.6
1420,2.0,AND UM FIRST OF ALL I I ACTUALLY WAS NEVER A HUGE FAN OF THE JI JOE TV SERIES ,wMbj6ajWbic,-0.8
1024,15.0,UM JUNIOR LADY GIRL I KNOW I I MEAN SHE LOOKED FAN FANTASTIC,7JsX8y1ysxY,-0.4
1090,21.0,THEYRE REALLY STRONG,2WGyTLYerpo,0.8
75,22.0,THERE ARE MOMENTS WHERE HE SAYS SOMETHING YOURE LIKE THAT JUST SOUNDED DUMB AS HELL,jUzDDGyPkXU,-2.4
686,2.0,AND I LOVED IT,_dI--eQ6qVU,3.0
740,28.0,YEAH I MEAN IT IT HAS SOME FUN MOMENTS,zhpQhgha_KU,1.4
1350,8.0,THEY ARENT DOING SO WELL BROTHER BEAR,cM3Yna7AavY,-0.6
585,6.0,BUT WHAT REALLY THREW ME OFF WAS THE DIALOGUE VERY CHEEZY DIALOGUE,Dg_0XKD0Mf4,-2.4
217,15.0,AND SCALE IT DOWN ON LIKE TWO HOURS,f9O3YtZ2VfI,-1.2
169,31.0,HEARD GOOD THINGS ABOUT THE SCREENINGS ON THAT ,Nzq88NnDkEk,1.6
307,26.0,YOU COULD FEEL THE JUMP IN ,Clx4VXItLTE,1.0
395,14.0, SO ITS IT KIND OF FEELS LIKE A SUNDANCE FILM FESTIVAL TYPE OF MOVIE ,I5y0__X72p0,-0.4
167,29.0,I IM A FAN OF THE ORIGINAL YOU KNOW LOVED IT,Nzq88NnDkEk,1.2
1435,17.0,AND UM YOU KNOW YOU HAVE A LOT OF GOOD ACTORS IN THIS MOVIE ACTUALLY A LOT OF GOOD ACTORS,wMbj6ajWbic,2.0
1247,17.0,AND THE ONLY EXPLANATION I COME UP WITH MAKES THIS STORY KIND OF KIND OF CREEPY,MLal-t_vJPM,-1.0
1472,15.0,UH THEY DONT WASTE A LOT OF TIME ON EXPOSITION,BioHAh1qJAQ,-0.4
288,7.0,I JUST THATS FREAKY AS HELL YEHA,Clx4VXItLTE,0.5
1339,21.0,AND YOU PROBABLY DID THE BEST PORTRAYAL OF SABRE TOOTH EVER,cW1FSBF59ik,1.6
956,5.0, BUT YOU KNOW FOR THIS ONE I JUST DIDNT CARE,1DmNV9C1hbY,-1.8
806,4.0,AND SHE ALSO HAS PRETTY SWEET MOVES,vyB00TXsimI,1.8
1290,26.0,NOTHING THATS WORTH GOING TO THEATERS TO SEE ,c7UH_rxdZv4,-2.6
718,6.0,I MEAN I HAD SOME SOME GOOD MOMENTS ,zhpQhgha_KU,1.0
456,7.0,EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE,5W7Z1C_fDaE,2.2
1134,2.0,JUST WANTED SOMETHING TO WATCH WHILE I WAS FALLING ASLEEP ,8qrpnFRGt2A,-0.4
1312,15.0,THE TIRE DECAPITATION MIGHT NOT SOUND ALL THAT UNIQUE ,atnd_PF-Lbs,0.0
560,43.0,SO SEASON OF THE WITCH IS RATED 3 OUT OF 10 ,d6hH302o4v8,-2.5
342,6.0,FIRST OFF THE COMMERCIAL MAKES THE TERRIBLE TERRIBLE MISTAKE OF SAYING THAT IT IS MORE THOUGHT PROVOKING THAN INCEPTION,8OtFthrtaJM,-2.6
392,11.0,IT WAS IT WAS AN IT WAS AN OKAY MOVIE ,I5y0__X72p0,0.6
1404,1.0, XXX WHITNESSING THE CHANGES AND GROWTH OF THE CHARACTERS ITS USAULALY A PATH OF DISCOVERY,dq3Nf_lMPnE,0.0
963,12.0,SURE THERE WERE CUTE MONEY PARTS IN THE MIXTING OF THE FILM,1DmNV9C1hbY,0.4
1454,6.0,UM LIKE I SAID I THOUGHT THE MOVIE WAS GREAT,Vj1wYRQjB-o,2.2
467,18.0, ITS BEING RELEASED IN A VERY INTERESTING WAY,5W7Z1C_fDaE,1.2
331,19.0,IVE BEEN SAYING THAT A LOT IN THIS VIDEO BLAH BLAH BLAH BLAH,OtBXNcAL_lE,-1.8
587,8.0,THERE WERE A COUPLE FUNNY PARTS,Dg_0XKD0Mf4,0.4
735,23.0,BECAUSE ITS JUST JUST ABOUT GETTING GETTING TIME FOR YOURSELF,zhpQhgha_KU,-0.5
129,6.0,IF I THINK ABOUT IT HONESTLY THE PLOT WASNT THAT GREAT,TvyZBvOMOTc,-1.2
414,33.0,THE SOUNDTRACK WAS INTERESTING,I5y0__X72p0,1.2
1043,34.0, UM BUT ITS EXTREMELY DARK,7JsX8y1ysxY,-0.6
374,15.0,I MEAN JOHNNY DEPPS A WONDERFUL VOICE ACTOR SO UM HE HES I DO HES AN INCREDIBLE VOICE ACTOR,WKA5OygbEKI,1.8
1321,3.0,IM PRETTY SURE THE FIRST TIME IT HAPPEND YOU WOULD BE KINDA FREAKED OUT THE WHOLE TIME YOU KNOW,cW1FSBF59ik,-1.0
1215,19.0,NOT LIKE THE CHARACTERS OF OF TWILIGHT,ZUXBRvtny7o,0.0
704,20.0,AND JUST DIFFERENT ,_dI--eQ6qVU,0.2
1333,15.0,THE RANDOM BITCH THAT NOBODY KNOWS WHERE THE FUCK SHE CAME FROM WHY MARVEL WHY DO YOU INSIST ON TORTURING ME,cW1FSBF59ik,-2.6
1031,22.0,BUT ANYWAYS HE WAS AWESOME,7JsX8y1ysxY,2.6
968,3.0, UM ITS ITS GREAT IF YOU REMEMBER THAT WAS OLD FILMS ,6_0THN4chvY,2.0
175,5.0,IT HAD ALL THIS STEREOTYPICAL TRAITS OF A WESTERN TOWN,W8NXH0Djyww,-0.8
1061,13.0, BUT IF IT WAS ANNE HATHAWAY WHO DID THE SINGING SHE DID A GREAT JOB,G-xst2euQUc,2.4
112,1.0, I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS,6Egk_28TtTM,3.0
324,12.0,I JUST DONT CARE FOR THE PLOT,OtBXNcAL_lE,-2.0
1176,6.0,NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE,BvYR0L6f2Ig,-0.8
241,9.0,I THINK WITH WITH THESE KIND OF MOVIES WE KIND OF PREDICT,iiK8YX8oH1E,0.4
37,28.0,BUT I CANT REALLY BLAME THEM FOR THAT ,Af8D0E4ZXaw,-0.2
1088,19.0, ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY,2WGyTLYerpo,1.4
851,5.0,A FINE LIGHT WEIGHT DAY MOVIE ,Jkswaaud0hk,1.8
544,27.0,I HATED IT,d6hH302o4v8,-2.6
1020,11.0,ITS KIND OF WEIRD,7JsX8y1ysxY,-1.0
378,19.0,BUT IF YOU DONT REALLY HAVE ANY SMALL FRIENDS UH THAT SOUNDED REALLY PERVERTED SMALL CHILDREN THAT YOU ARE RELATED TO UM TO TAKE TO THE MOVIES UH I WOULDNT GO SEE IT BY MYSELF,WKA5OygbEKI,-1.4
1369,11.0,SO THATS THUMBS DOWN IF YOU DONT UNDERSTAND,OQvJTdtJ2H4,-2.2
884,18.0,THERES ACTUALLY YEAH YEAH SCENES TRIPLE STAND OFF WITH SILVESTRE ARNOLD SWARZENEGER BRUCE WILLIS AND YEAH ACTUALLY IN A WAY KIND OF FELL HOLLOW,bvLlb-M3UXU,-1.0
1158,26.0,PRETTY CLOSE AS FAR AS JUST CGI HEAVY LIKE THIS TIME ITS WHAT ITS LIKE HUMAN FACE AND EVERYTHING AROUND THAT FACE IS CARTOON CGI COMPUTER EFFECTS ,8qrpnFRGt2A,-1.2
550,33.0,IT WAS TERRIBLE,d6hH302o4v8,-3.0
520,3.0,HES ALWAYS IN THESE KINDS OF MOVIES ALL THIS SORCERER WITCH VOODOO KIND OF MOVIES,d6hH302o4v8,0.2
816,14.0,THIS IS ONE OF MY FAVORITE TYPES OF MOVIES ,vyB00TXsimI,2.0
656,35.0,BUT MAN OH MAN IT REALLY LEFT THE DOOR OPEN,Ci-AH39fi3Y,0.8
655,34.0,AND IT PRETTY MUCH JUST LEFT THE DOOR WIDE OPEN FOR SAW 6 ,Ci-AH39fi3Y,0.2
33,24.0,THESE TWO DEVELOPMENTS TOGETHER CAUSED WHAT WAS UP TO THAT POINT A NOBLE EFFORT TO START FALLING APART AT THE SEAMS,Af8D0E4ZXaw,-1.6
435,15.0,I HAD IDEAL SEATS ,LSi-o-IrDMs,1.0
166,28.0,I DID NOT WANNA GIVE THIS MOVIE A BAD REVIEW ,Nzq88NnDkEk,-0.2
640,19.0, SO IT WAS JUST REALLY REALLY STRANGE,Ci-AH39fi3Y,-0.8
354,18.0, MATT DAMON IS A YOU KNOW HES A PRETTY FUNNY GUY,8OtFthrtaJM,1.4
862,16.0,I I DO THINK ITS WORTH SEEING,Jkswaaud0hk,1.6
142,4.0, I WAS A LITTLE HASITANT AT FIRSTYOU KNOW AS YOU ARE WITH WITH REBOOTS YOU KNOW,Nzq88NnDkEk,-0.8
430,10.0,THE THE UM CHARACTER DEVELOPMENT IS NIL,LSi-o-IrDMs,-2.0
137,14.0,EVEN WHEN THEYRE FIGHTING IN THE MOVIE THOUGH IT JUST SEEMS LIKE ITS THEIR BANTER NOT ACTUAL DISLIKE,TvyZBvOMOTc,-0.8
852,6.0, I THINK SOME OF THE WOMEN ARE GOING TO ENJOY THIS MORE THAN THE GUYS,Jkswaaud0hk,0.4
622,1.0,BECAUSE IM STILL EXCITED ABOUT IT,Ci-AH39fi3Y,1.8
94,14.0, MAYBE ITS THE BABY OGRES MAYBE BRINGING IN THE BABY OGRES REALLY BROUGHT IT DOWN,k5Y_838nuGo,-1.8
643,22.0,AND I GUESS THATS SORT OF TRUE,Ci-AH39fi3Y,0.4
574,14.0,BUT THE THEY THEY KNEW IT WAS JUST A MOVIE ABOUT A A A A DOLL SO THEY DIDNT TAKE IT SERIOUSLY,etzxEpPuc6I,-1.2
743,31.0,UM LIKE I SAID IF YOU LIKE IT FEEL FREE TO GO SEE IT I JUST PERSONALLY WASNT THAT INTO IT ,zhpQhgha_KU,-1.0
882,16.0,THATS KIND OF MADE ME FEEL DEPRESSED ,bvLlb-M3UXU,-1.6
193,23.0, OH IT WAS SO COOL,W8NXH0Djyww,2.2
1317,20.0,BUT UM YEAH WOW AGH SAY THAT IN TWO SHEE TWO SCENES DEATH ISNT EVEN NEARLY UNIQUE IS A BIT HARSH ,atnd_PF-Lbs,-0.2
17,8.0,I SAY THAT FOR TWO REASONS FIRST BECAUSE SOMEONE OWES YOU AN APPOLOGIE ,Af8D0E4ZXaw,-1.0
1424,6.0,BUT IN THE GOOD WAY I IN IST THERES TWO TYPES OF CHEEZY AND THIS IS THE GOOD KIND OF CHEEZY,wMbj6ajWbic,1.8
1272,8.0,HE UM HAD ALL THE CHARM OF A NARCISSIST XXX BOY THE WHOLE FILM ,c7UH_rxdZv4,-2.8
632,11.0,AND THE OTHER ONE WAS COMPLETELY IRRELEVANT AS FAR AS I CAN TELL,Ci-AH39fi3Y,-1.8
760,13.0, YOU KNOW WELL DRAWN OUT CHARACTER,8d-gEyoeBzc,1.4
1099,30.0,AND A LOT OF PEOPLE HAVE BEEN SAYING THAT,2WGyTLYerpo,-0.2
14,5.0, IT HAD TO DEAL WITH THE EXPECTATIONS OF POTENTIALLY SETTING UP ALL THAT OTHERS STUFF,Af8D0E4ZXaw,-0.2
1211,15.0,ITS IT WAS MY FAVORITE PART OF THE MOVIE,ZUXBRvtny7o,0.8
999,2.0,BUT THE MOVIE ITSELF WAS JUST A LITTLE DRY,PZ-lDQFboO8,-1.8
1094,25.0, AND I REALLY ENJOYED THAT,2WGyTLYerpo,1.8
1270,6.0, IN FACT I HAVE TO SAY THAT THIS WAS ONE OF THOSE OBNOXIOUS MAIN CHARACTERS IVE SEEN A LONG TIME,c7UH_rxdZv4,-2.6
779,2.0, THIS MOVIE IS JUST TOO ADORABLE,9J25DZhivz8,2.4
51,11.0,A LOT OF SAD PARTS ,03bSnISJMiM,-0.5
1271,7.0,YEAP A HORRIBLE PROTAGONIST,c7UH_rxdZv4,-3.0
838,14.0,BUT THEY GAVE HIM NO NO CHARACTER LIKE HE HAD NO CHARACTER DEVELOPMENT WHATSOEVER,rnaNMUZpvvg,-2.6
283,2.0,BUT FOR SOMEONE LIKE ME WHO LOVES HORROR MOVIES,Clx4VXItLTE,0.6
729,17.0, I REALLY THINK THAT I REALLY LIKE THE MIRANDAS CHARACTER,zhpQhgha_KU,1.75
282,1.0,AND IT IS JUMPY FOR PEOPLE WHO DONT LIKE GETTING SCARED OR JUMPY OR ANYTHING,Clx4VXItLTE,-1.0
712,28.0, AND I WOULD WANT THE SEQUENCES TO BE EVEN LONGER RATHER THAN SHORTER,_dI--eQ6qVU,0.2
877,11.0, AND THATS YOU KNOW ALL THATS ALL YOU REALLY NEEDED TO DO,bvLlb-M3UXU,-0.2
1518,15.0,BECAUSE IT LOOKS LIKE A CARTOON,2iD-tVS8NPw,-1.5
842,18.0,IT JUST SOME PEOPLE WERE LIKE OH HES SO COOL HES SO AWESOME LIKE YOUVE NEVER SEEN THAT IN THE MOVIE THIS PERSON WHO HAD AMNESIA JUST KILLS EVERYBODY EVEN IF ITS LIKE BUT THAT WAS SO UNNECESSARY,rnaNMUZpvvg,-2.2
285,4.0,BUT I DONT EXACTLY GET SCARED ,Clx4VXItLTE,-0.8
924,17.0,AND SO THATS PRETTY ENTERTAINING ,nzpVDcQ0ywM,1.6
1464,7.0,LIP SMACKING BUT I WILL SAY THAT THE FIRST THIRD OF THIS MOVIE IS AMAZING,BioHAh1qJAQ,2.6
751,4.0,UM AS UM YOU KNOW AS ALIENS WAS TO ALIEN ,8d-gEyoeBzc,-0.2
517,19.0,UM ANOTHER THING THAT DID BOTHER ME WERE THE KISSINGS ,73jzhE8R1TQ,-1.2
1196,26.0, YOU KNOW SHES GOING THROUGH THE STRESS AND YOU FEEL SORRY FOR HER AND YOU WANNA HELP HER ,BvYR0L6f2Ig,1.0
1186,16.0,ANYWAY THE FURTHER I WENT ACTING WAS MUCH MUCH BETTER IN THE SECOND ONE ,BvYR0L6f2Ig,1.8
1046,37.0,AND IT SEEMED LIKE EVERYTHING WAS SORT OF OVERWHELMINGLY BAD,7JsX8y1ysxY,-1.6
1431,13.0,BECAUSE IF IVE SEEN IT OVER THE SUMMER I PROBABLY WOULDVE RATED IT BEST ACTION MOVIE I SAW THIS SUMMER,wMbj6ajWbic,2.0
697,13.0,AND THE ACTION SEQUENCES IN THIS MOVIE ARE TENSED,_dI--eQ6qVU,2.6
177,7.0,IT WAS A GREAT MOVIE,W8NXH0Djyww,2.0
1520,17.0,BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON,2iD-tVS8NPw,-0.6
608,11.0, THEREFORE A LOT OF SOCIAL COMMENTARY GOES WOOP SOUND EFFECT OVER YOUR HEAD,yDtzw_Y-7RU,-1.4
1489,2.0,UM I THINK THE LAST MOVIE I SAW IN THEATRES WAS TOY STORY 3 AND I HATED IT,tStelxIAHjw,-2.0
1496,9.0,I DIDNT THINK IT WAS CUTE,tStelxIAHjw,-1.4
240,8.0,AND I THINK ITS PREDICTABLE UP AN TO A POINT,iiK8YX8oH1E,-1.0
893,2.0,AND HE WHAT HE DOES WITH HANNA IS HE MAKES THE MOVIE ON LIKE ANYTHING WEVE SEEN BEFORE,Iu2PFX3z_1s,1.2
1328,10.0, I LOVE HIM AS AN ACTOR BASED ON HIS LOOKS AS A ACTUAL TALENTED ACTOR NO,cW1FSBF59ik,-1.0
1273,9.0, AND UNLIKE OTHER FILMS FOR THEY KIND OF A NARCISSTIC XXX BOY BUT THEY BRING SOMETHING TO THE TABLE YOU KNOW,c7UH_rxdZv4,-0.4
1269,5.0, BUT BASICALLY SETH ROGAN BROUGHT NONE OF THE CHARM THAT HE NORMALLY DOES TO HIS ROLES,c7UH_rxdZv4,-2.2
81,1.0, WHICH I WAS NOT EXCITED TO SEE,k5Y_838nuGo,-1.6
621,24.0,I WOULD NOT TAKE A YOUNG CHILD,yDtzw_Y-7RU,-0.8
136,13.0,AND SEEM TO BE REALLY ENJOYING THEMSELVES THE WHOLE WAY THROUGH,TvyZBvOMOTc,1.8
673,8.0,BUT ITS REALLY WELL DONE,d3_k5Xpfmik,2.2
369,10.0,BUT ITS NOT SOMETHING THAT I WOULD GO BUY,WKA5OygbEKI,-0.4
503,5.0,BUT BUT UM I WASNT CRAZY ABOUT IT,73jzhE8R1TQ,-0.8
498,25.0,LIKE THE STORY OF SWAN LAKE IS WHY PEOPLE GO SEE SWAN LAKE ITS THE MOVEMENT AND THE DANCING AND THE MUSIC AND THE SETS AND THE EXPERIENCE,Oz06ZWiO20M,1.8
1133,1.0, AND UM I HAVE TO ADMIT I WAS WATCHING THIS I PURPOSLY PUT IT ON BECAUSE I FIGURED IT WOULD BE SOMETHING THAT WOULD BE STUPID THAT I COULD FALL ASLEEP IN THE MIDDLE OF AND NOT MISS TOO MUCH,8qrpnFRGt2A,-1.4
1169,11.0, AND CHILDREN WILL LIKE THE MOVIE,9c67fiY0wGQ,1.6
878,12.0, AND DEFINATELLY COMES THROUGH ON THAT,bvLlb-M3UXU,1.2
607,10.0,SOMETIMES I MISSED WHAT WAS BEING SAID,yDtzw_Y-7RU,-0.6
474,1.0,THAT WAS PRETTY FUNNY AND UM STUPID FOR MOVIES HAD THIS REALLY LONG LIKE REALLY NOT REALLY LONG BUT LIKE REALLY INTENSE RENT A ABOUT IT ,Oz06ZWiO20M,1.4
1341,23.0,UM WE I LOVE THE SCENE WHERE SABRE TOOTH THROWS WOLVERINE INTO THE TRUCK THAT FEEL GOOD JACKOFF,cW1FSBF59ik,1.4
1234,4.0,AND IF YOU DONT HAVE KIDS YOU MAY WANNA CONSIDER SEEING IT ANYWAY,MLal-t_vJPM,1.8
1154,22.0,BUT IF YOU LOOK AT IT AS A CARTOON WHICH IS PRETTY MUCH MOSTLY IS WITH ALL THE CGI FX,8qrpnFRGt2A,-1.0
1480,23.0, AND THE WHOLE MOVIE BECOMES ABOUT THESE CRAZY I I ISOS ,BioHAh1qJAQ,-2.0
174,4.0,AND THIS TOWN WAS LIKE FROM A GOOD OLD WESTERN,W8NXH0Djyww,0.6
1425,7.0,YES IT THE ACTING IS A LITTLE ROUGH IN SOME PARTS,wMbj6ajWbic,-1.2
527,10.0,HE DIDNT KNOW WHAT HE WAS TALKING ABOUT,d6hH302o4v8,-1.2
1515,12.0,ITS VERY MUCH A LIGHT HEARTED ,2iD-tVS8NPw,1.2
89,9.0,UM WHICH ACTUALLY WAS REALLY GOOD,k5Y_838nuGo,1.8
996,17.0,IT IT DOESNT MAKE MUCH SENSE I KNOW,QN9ZIUWUXsY,-1.2
1194,24.0,SHE DISPLAYS THE EMOTIONAL DISTRESS OF HER CHARACTER SO WELL,BvYR0L6f2Ig,1.6
446,26.0,EVENTUALLY WERE GONNA GET BURNED OUT AS A SOCI AS A SOCIETY,LSi-o-IrDMs,-1.2
1500,13.0, TWO OUT OF FIVE STARS,tStelxIAHjw,-1.6
1475,18.0,ALL THOSE ACTION SEQUENCES IN INVOLVING THE GAMES WERE GREAT TO WATCH,BioHAh1qJAQ,2.0
761,14.0,SOMEONE YOU CARED ABOUT,8d-gEyoeBzc,0.0
845,21.0,ALL THE GUYS THAT WENT WERE PRETTY MUCH ON MY PAGE THEY WERE JUST LIKE WOW THAT WAS STUPID WOW,rnaNMUZpvvg,-2.6
482,9.0, ITS NOT BAD IN THE WAY I WAS EXPECTING IT TO BE BAD,Oz06ZWiO20M,-0.2
16,7.0,TO ALL THE GREEN LANTERN FANS OUT THERE I AM SO SORRY,Af8D0E4ZXaw,-2.0
1244,14.0,SO IM IM IM THROUGH WITH THAT GUY,MLal-t_vJPM,-1.4
1021,12.0,I DONT KNOW CLASSIC SUPERHERO KIND OF GETTING ON KIND OF THING,7JsX8y1ysxY,0.6
654,33.0, SAW 5 HAS LEFT LIKE NO CLOSURE AT ALL AT THE END OF THE MOVIE,Ci-AH39fi3Y,-2.0
1107,38.0, HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN,2WGyTLYerpo,1.0
763,16.0,I THOUGHT SHE WAS THE NUMBER ONE WELL DRAWN CHARACTER,8d-gEyoeBzc,1.2
1398,10.0,AND IT IS VERY RUSHED,c5xsKMxpXnc,-1.2
645,24.0,BUT THE END WAS REALLY YOU YOU KNOW,Ci-AH39fi3Y,-1.0
1223,27.0,CAUSE I HAD A GOOD TIME,ZUXBRvtny7o,1.33333333333
635,14.0,KIND OF LIKE IN SAW 2,Ci-AH39fi3Y,0.0
736,24.0,AND NOT BEING REALLY STRESSED OUT,zhpQhgha_KU,0.0
1357,15.0,IT WAS OH I COULDNT EVEN WATCH IT,cM3Yna7AavY,-2.4
1159,1.0, AT FIRST I THOUGHT THE MOVIE WOULD APPEAL MORE TO YOUNGER AUDIENCE,9c67fiY0wGQ,-0.2
1190,20.0,OLSO THIS IS ONE OF THE BEST PERFORMANCES IVE EVER SEEN OUT OF HERS,BvYR0L6f2Ig,2.8
616,19.0,UM THE PEOPLE SEEMED SORT OF DEAD,yDtzw_Y-7RU,-1.6
809,7.0, THERERE ALSO TWO LORD OF THE RINGS GRADS WHICH I ABSOLUTELY LOVE,vyB00TXsimI,2.4
1027,18.0,BUT SHE ACTED LIKE POWER RANGER,7JsX8y1ysxY,-0.4
1068,20.0,AT HOW MUCH I REALLY DID ENJOY IT,G-xst2euQUc,2.0
234,2.0, NOW THE REAL STAR OF SOMETHING BORROWED IS GINNIFER GOODWIN,iiK8YX8oH1E,1.2
699,15.0, WHEN THEY JUST COME UP WITH THESE TOTALLY COMPLETELY NEW STYLIZED WAYS OF DEVELOPING ACTION SEQUENCES,_dI--eQ6qVU,1.6
295,14.0,UM BUT REALLY GOOD,Clx4VXItLTE,1.6
624,3.0, OK ALL OF YOU KNEW THAT OBVIOUSLY,Ci-AH39fi3Y,0.0
944,13.0,NO I I I GUESS SO I MEAN ITS ITS IT WASNT ANNOYING,tmZoasNr4rU,-0.8
145,7.0, I THINK THAT MUSIC THAT MUSIC THEY KIND OF PULL IT WITH THE SOUNDTRACK REALLY GOT ME EXCITED ABOUT SEEING THIS MOVIE ,Nzq88NnDkEk,1.8
280,8.0,AND YOURE BETTER OFF SAVING YOUR MONEY UH AND MAYBE RENTING IT WHEN IT COMES OUT ON UH VIDEO SO,ZAIRrfG22O0,-1.6
1072,3.0,YOU GUYS DONT KNOW WHAT YOURE GONNA GO AND SEE WHEN YOU GO WALK INTO THE MOVIE CALLED COWBOYS AND ALIENS,2WGyTLYerpo,0.0
1214,18.0,THE CHARACTERS OF I AM NUMBER FOUR ARE LIKABLE,ZUXBRvtny7o,2.0
6,7.0, WHERE THE PROBLEM WITH THAT LIES NOT ENTIRELY SURE,nbWiPyCm4g0,-1.2
258,8.0, AND THEY KIND OF LOOKED LIKE CLOWNS THE DESERT SCENE WAS ONE OF THEM,Bfr499ggo-0,-1.2
596,17.0, I DONT THINK ITS AS BAD AS YOU PROBABLY READ ON REVIEWS,Dg_0XKD0Mf4,0.2
88,8.0,AND THATS WHY I WAS NOT EXCITED ABOUT THE FOURTH ONE,k5Y_838nuGo,-1.4
1400,12.0,THERES NO CHARACTER DEVELOPMENT REALLY WITH THESE TWO,c5xsKMxpXnc,-2.0
824,22.0,AND THERE ACTUALLY WAS ONE SCENE THAT I FOUND KIN ,vyB00TXsimI,0.6
507,9.0, GOOD JOB OF EXPLAINING THING WITH LORAIN THE MOGADORIANS,73jzhE8R1TQ,0.5
308,27.0,AND EVERYONE WAS LAUGHING AFTERWARDS,Clx4VXItLTE,1.0
663,42.0,IT WAS PRETTY MUCH JUST AND EXCUSE TO PUT TRAPS IN THE MOVIE BECAUSE IT WAS LITERALLY COMPLETELY IRRELEVANT,Ci-AH39fi3Y,-2.2
859,13.0,HE UM ADDED A GRAT DIMENSION TO THE MOVIE AS WELL,Jkswaaud0hk,1.8
833,9.0,JUST THERE WAS ONLY ONE CHARACTER THE DOCTOR HE WAS THE ONLY PERSON I EVEN REALLY CARED ABOUT,rnaNMUZpvvg,-1.4
182,12.0,AND IT WAS JUST OH IT WAS HYSTERICAL,W8NXH0Djyww,2.4
1085,16.0,I ITS A LOT OF FUN,2WGyTLYerpo,2.0
949,18.0,FFFFLAT SHIT LIP SMACKING,tmZoasNr4rU,0.0
1236,6.0, IT IS ITS A GREAT STORY,MLal-t_vJPM,2.6
1218,22.0,BECAUSE I REALLY DIG THIS MOVIE,ZUXBRvtny7o,0.75
1149,17.0, OF COURSE ITS TOO MUCH ,8qrpnFRGt2A,-0.666666666667
202,32.0,UM DEFINITELY CHECK OUT THIS MOVIE RANGO UH IN A THEATRE NEAR YOU,W8NXH0Djyww,2.0
1340,22.0,ALTHOUGH I DO AGREE THAT THE LOOK COULD HAVE BEEN CHANGED TO FIT THE ACTUAL SABRE TOOTHS LIKE WITH THE RIGHT HAIR,cW1FSBF59ik,-1.0
965,14.0, I DIDNT EVEN CARE FOR IT,1DmNV9C1hbY,-2.0
257,7.0,A FEW TIMES I THOUGHT THAT WAS BUMPED WAY OVER THE TOP,Bfr499ggo-0,-1.0
195,25.0,OF COURSE UM IT WAS JUST IT WAS FUN IT WAS A FUN ENTERTAINING MOVIE,W8NXH0Djyww,1.8
1135,3.0,SO I DIDNT DIDNT HAVE VERY HIGH EXPECTATIONS FOR THIS MOVIE ,8qrpnFRGt2A,-1.6
762,15.0,I LIKED THE GIRL WHO WAS THE ISRAELI SNIPER,8d-gEyoeBzc,0.8
357,21.0, AND JUST NOT ENOUGH DEPTH TO BE INTERESTING,8OtFthrtaJM,-2.2
1182,12.0,BUT THERE MOST OF THE ACTORS WE SO WITTY EXEPTION MAY BE THE POLICE COP AND KIM KIMBERLY,BvYR0L6f2Ig,0.4
1326,8.0,I LOVE THE NAME WADE,cW1FSBF59ik,1.8
1010,1.0,UM GRAPHICS WERE INCREDIBLE ,7JsX8y1ysxY,1.8
1394,6.0,AND THEY LEFT A LOT OF PLOT HOLES,c5xsKMxpXnc,-2.0
385,4.0,SO I SAW SOME OTHER REVIEWS AND I WAS LIKE OKAY I WAS SURPRISED,I5y0__X72p0,0.4
151,13.0,I FELT LIKE MEDUSA REALLY WASNT THAT SCARY,Nzq88NnDkEk,-1.8
1100,31.0, I THINK HE DOES A GREAT JOB AT WHAT HE DOES,2WGyTLYerpo,2.0
1157,25.0,I MEAN ITS ITS ABOUT THAT LEVEL STAR WAR IS ,8qrpnFRGt2A,0.2
246,14.0,AND LIKE I SAID KATE HUDSON COULDNT BE MORE ANNOYING HERE,iiK8YX8oH1E,-1.2
242,10.0,AND WE SECOND GUESS OURSELVES,iiK8YX8oH1E,0.0
1309,12.0,VIEWERS PLEASE RESIST FROM THESE TWO,atnd_PF-Lbs,-1.5
843,19.0, WHAY ARE YOU KILLING THESE PEOPLE YOU DONT EVEN KNOW WHATS GOING ON LIKE DUDE GET OVER YOURSELF,rnaNMUZpvvg,-1.4
196,26.0,UH IT WAS GOOD FOR THE ENTIRE FAMILY,W8NXH0Djyww,2.0
191,21.0,IT WAS JUST SO COOL,W8NXH0Djyww,2.6
570,10.0,THE PLOT IS RIDICULOUS BUT NO ONE TOOK IT SERIOUSLY,etzxEpPuc6I,-1.4
961,10.0, KIDS ARE GONNA LOVE THE FILM,1DmNV9C1hbY,2.6
